country,year,gdp_total_yearly_growth,human_development_index,unempolyment_rate_percent,population_total
Iceland,1998,5.32,0.851,0.00468,275000
Iceland,1999,3.73,0.855,0.00246,278000
Iceland,2000,4.54,0.861,0.00317,280000
Iceland,2001,3.39,0.867,,283000
Iceland,2002,-1.13,0.8759999999999999,0.0043100000000000005,285000
Iceland,2003,3.53,0.882,0.00447,288000
Iceland,2004,8.55,0.8859999999999999,0.00772,291000
Iceland,2005,5.27,0.8909999999999999,0.00328,295000
Iceland,2006,3.53,0.893,0.00345,300000
Iceland,2007,5.68,0.899,0.0023,305000
Iceland,2008,1.84,0.892,0.00205,311000
Iceland,2009,-6.02,0.8909999999999999,0.00939,316000
Iceland,2010,-3.67,0.892,0.0165,320000
Iceland,2011,3.19,0.9009999999999999,0.0149,323000
Iceland,2012,2.27,0.9079999999999999,0.0126,326000
Iceland,2013,3.29,0.92,0.00971,327000
Indonesia,1990,9.12,0.525,,181000000
Indonesia,1991,5.51,0.53,,185000000
Indonesia,1992,11.3,0.535,,188000000
Indonesia,1993,7.39,0.541,,191000000
Indonesia,1994,7.78,0.551,,194000000
Indonesia,1995,8.21,0.56,,197000000
Indonesia,1996,7.66,0.574,,200000000
Indonesia,1997,4.49,0.5870000000000001,,203000000
Indonesia,1998,-13.7,0.5870000000000001,,206000000
Indonesia,1999,0.212,0.595,,209000000
Indonesia,2000,4.71,0.604,0.0135,212000000
Indonesia,2001,4.03,0.61,0.0118,214000000
Indonesia,2002,4.45,0.616,0.0126,217000000
Indonesia,2003,5.17,0.623,0.0123,220000000
Indonesia,2004,5.03,0.629,0.0137,223000000
Indonesia,2005,5.72,0.633,0.0192,226000000
Indonesia,2006,5.21,0.643,0.0172,229000000
Indonesia,2007,6.01,0.644,0.0185,232000000
Indonesia,2008,5.64,0.648,0.0226,235000000
Indonesia,2009,4.24,0.659,0.0175,239000000
Indonesia,2010,5.81,0.6659999999999999,0.0163,242000000
Indonesia,2011,6.07,0.674,0.0135,245000000
Indonesia,2012,5.83,0.682,0.0111,248000000
Indonesia,2013,5.33,0.688,0.011000000000000001,252000000
Iran,1990,9.1,0.5770000000000001,,56400000
Iran,1991,9.27,0.594,,57700000
Iran,1992,5.9,0.608,,58800000
Iran,1993,3.34,0.619,,59700000
Iran,1994,3.77,0.629,,60600000
Iran,1995,3.89,0.64,,61400000
Iran,1996,6.38,0.647,,62300000
Iran,1997,5.7,0.653,,63100000
Iran,1998,2.59,0.659,,64000000
Iran,1999,2.75,0.664,,64800000
Iran,2000,5.85,0.6709999999999999,,65600000
Iran,2001,4.24,0.6779999999999999,,66400000
Iran,2002,5.37,0.6829999999999999,,67300000
Iran,2003,7.23,0.69,,68100000
Iran,2004,7.19,0.691,,69000000
Iran,2005,5.09,0.696,,69800000
Iran,2006,5.82,0.732,,70600000
Iran,2007,6.47,0.736,,71300000
Iran,2008,0.507,0.741,,72100000
Iran,2009,3.7,0.747,0.0226,72900000
Iran,2010,5.47,0.7559999999999999,0.0257,73800000
Iran,2011,3.05,0.767,,74600000
Iran,2012,-5.81,0.782,,75500000
Iran,2013,-1.89,0.785,,76500000
Ireland,1990,8.65,0.764,,3510000
Ireland,1991,1.46,0.767,,3520000
Ireland,1992,2.9,0.772,0.0429,3530000
Ireland,1993,2.58,0.7809999999999999,0.0445,3550000
Ireland,1994,5.86,0.789,0.0445,3570000
Ireland,1995,9.82,0.795,0.0359,3590000
Ireland,1996,8.41,0.8009999999999999,0.0352,3620000
Ireland,1997,11.7,0.809,0.0302,3650000
Ireland,1998,7.62,0.841,0.0227,3690000
Ireland,1999,10.4,0.8490000000000001,0.0155,3730000
Ireland,2000,9.7,0.857,0.0111,3780000
Ireland,2001,6.6,0.863,0.00847,3840000
Ireland,2002,7.29,0.871,0.00982,3910000
Ireland,2003,5.23,0.879,0.0117,3980000
Ireland,2004,5.09,0.888,0.0113,4060000
Ireland,2005,6.69,0.893,0.0105,4140000
Ireland,2006,4.63,0.895,0.0109,4230000
Ireland,2007,3.57,0.899,0.0122,4320000
Ireland,2008,-3.12,0.9,0.0154,4420000
Ireland,2009,-5.19,0.8959999999999999,0.0331,4490000
Ireland,2010,0.0596,0.89,0.0483,4550000
Ireland,2011,2.25,0.894,0.0536,4590000
Ireland,2012,1.11,0.899,0.0541,4610000
Ireland,2013,-3.23,0.9079999999999999,0.0478,4620000
Israel,1990,5.33,0.792,,4450000
Israel,1991,3.45,0.8,,4590000
Israel,1992,6.56,0.807,,4750000
Israel,1993,4.58,0.813,,4930000
Israel,1994,9.82,0.818,,5110000
Israel,1995,7.77,0.8240000000000001,0.00596,5270000
Israel,1996,5.45,0.828,0.00519,5420000
Israel,1997,3.88,0.836,0.00615,5570000
Israel,1998,3.45,0.843,0.00796,5700000
Israel,1999,3.27,0.85,0.00948,5820000
Israel,2000,9.27,0.853,0.009890000000000001,5950000
Israel,2001,-0.109,0.857,0.009640000000000001,6060000
Israel,2002,-0.34700000000000003,0.865,0.013000000000000001,6170000
Israel,2003,2.63,0.865,0.016,6280000
Israel,2004,5.75,0.867,0.0175,6400000
Israel,2005,6.14,0.871,0.0146,6530000
Israel,2006,5.8,0.872,0.013999999999999999,6680000
Israel,2007,6.15,0.8809999999999999,0.011000000000000001,6850000
Israel,2008,4.4,0.88,0.008409999999999999,7020000
Israel,2009,1.28,0.882,0.0106,7190000
Israel,2010,4.95,0.887,0.00966,7350000
Israel,2011,4.34,0.892,0.007240000000000001,7490000
Israel,2012,2.9,0.893,0.0081,7610000
Israel,2013,2.74,0.895,0.006790000000000001,7730000
Italy,1990,1.88,0.769,,57000000
Italy,1991,0.9420000000000001,0.774,,57100000
Italy,1992,1.26,0.78,0.0239,57100000
Italy,1993,-0.778,0.7859999999999999,0.0286,57200000
Italy,1994,3.0,0.794,0.0323,57200000
Italy,1995,5.39,0.8,0.034,57200000
Italy,1996,0.865,0.8059999999999999,0.0352,57100000
Italy,1997,3.16,0.8140000000000001,0.0362,56900000
Italy,1998,2.91,0.8190000000000001,0.0375,56700000
Italy,1999,2.87,0.8240000000000001,0.0364,56700000
Italy,2000,4.15,0.83,0.0342,56700000
Italy,2001,2.66,0.8370000000000001,0.0303,56900000
Italy,2002,1.21,0.8420000000000001,0.0287,57200000
Italy,2003,0.17300000000000001,0.847,0.0271,57600000
Italy,2004,0.8640000000000001,0.852,0.0208,57900000
Italy,2005,0.203,0.857,0.0198,58300000
Italy,2006,2.41,0.862,0.0174,58500000
Italy,2007,1.74,0.866,0.015,58700000
Italy,2008,-1.31,0.868,0.0165,58900000
Italy,2009,-5.61,0.868,0.0195,59100000
Italy,2010,1.73,0.871,0.022000000000000002,59300000
Italy,2011,0.292,0.875,0.0228,59600000
Italy,2012,-2.13,0.8740000000000001,0.0306,59900000
Italy,2013,-2.13,0.873,0.0364,60200000
Japan,1990,5.08,0.816,0.00442,125000000
Japan,1991,3.39,0.821,0.004079999999999999,125000000
Japan,1992,1.05,0.8240000000000001,0.00399,125000000
Japan,1993,0.361,0.8290000000000001,0.00406,126000000
Japan,1994,1.18,0.835,0.00555,126000000
Japan,1995,2.06,0.84,0.0059299999999999995,126000000
Japan,1996,3.46,0.845,0.00687,127000000
Japan,1997,1.75,0.848,0.00733,127000000
Japan,1998,-2.98,0.847,0.00771,127000000
Japan,1999,-0.177,0.85,0.0108,127000000
Japan,2000,2.85,0.855,0.0118,128000000
Japan,2001,0.171,0.8590000000000001,0.0114,128000000
Japan,2002,0.247,0.862,0.0131,128000000
Japan,2003,1.75,0.865,0.0139,128000000
Japan,2004,2.39,0.8690000000000001,0.0121,128000000
Japan,2005,1.92,0.873,0.0111,128000000
Japan,2006,1.69,0.877,0.0102,128000000
Japan,2007,2.13,0.88,0.00949,128000000
Japan,2008,-1.08,0.8809999999999999,0.00965,129000000
Japan,2009,-5.51,0.88,0.0121,129000000
Japan,2010,4.64,0.885,0.0139,129000000
Japan,2011,-0.48100000000000004,0.89,0.0118,128000000
Japan,2012,1.62,0.895,0.0118,128000000
Japan,2013,1.68,0.9,0.0111,128000000
Kazakhstan,1990,-3.58,0.69,,16400000
Kazakhstan,1991,-11.7,0.684,,16400000
Kazakhstan,1992,-5.99,0.6809999999999999,,16300000
Kazakhstan,1993,-9.46,0.675,,16200000
Kazakhstan,1994,-12.1,0.667,,16000000
Kazakhstan,1995,-7.57,0.664,,15800000
Kazakhstan,1996,0.306,0.6659999999999999,,15600000
Kazakhstan,1997,1.59,0.669,,15400000
Kazakhstan,1998,-1.79,0.672,,15200000
Kazakhstan,1999,2.56,0.6759999999999999,,15000000
Kazakhstan,2000,9.27,0.685,,14900000
Kazakhstan,2001,12.9,0.7,,14900000
Kazakhstan,2002,9.65,0.713,,15000000
Kazakhstan,2003,9.5,0.725,,15100000
Kazakhstan,2004,9.73,0.737,,15300000
Kazakhstan,2005,10.6,0.747,,15400000
Kazakhstan,2006,10.7,0.754,,15600000
Kazakhstan,2007,8.79,0.758,,15700000
Kazakhstan,2008,3.23,0.758,,15900000
Kazakhstan,2009,1.05,0.762,0.0126,16000000
Kazakhstan,2010,6.75,0.764,0.0101,16300000
Kazakhstan,2011,6.58,0.772,0.00797,16500000
Kazakhstan,2012,4.64,0.782,0.0098,16800000
Kazakhstan,2013,5.52,0.7909999999999999,0.00882,17000000
Kyrgyz Republic,1990,1.21,0.618,,4370000
Kyrgyz Republic,1991,-8.3,0.611,,4420000
Kyrgyz Republic,1992,-14.0,0.601,,4450000
Kyrgyz Republic,1993,-14.8,0.588,,4480000
Kyrgyz Republic,1994,-19.4,0.569,,4520000
Kyrgyz Republic,1995,-5.34,0.563,,4570000
Kyrgyz Republic,1996,7.1,0.568,,4630000
Kyrgyz Republic,1997,10.2,0.5760000000000001,,4710000
Kyrgyz Republic,1998,2.46,0.58,,4790000
Kyrgyz Republic,1999,3.85,0.5870000000000001,,4860000
Kyrgyz Republic,2000,5.41,0.594,,4920000
Kyrgyz Republic,2001,4.92,0.602,,4960000
Kyrgyz Republic,2002,-0.8740000000000001,0.604,,4990000
Kyrgyz Republic,2003,5.54,0.611,,5010000
Kyrgyz Republic,2004,5.9,0.615,,5040000
Kyrgyz Republic,2005,-0.9840000000000001,0.616,,5080000
Kyrgyz Republic,2006,2.79,0.621,,5120000
Kyrgyz Republic,2007,8.87,0.628,,5180000
Kyrgyz Republic,2008,7.72,0.631,,5250000
Kyrgyz Republic,2009,2.87,0.635,0.0131,5330000
Kyrgyz Republic,2010,-0.366,0.636,0.0119,5420000
Kyrgyz Republic,2011,6.1,0.639,0.0121,5520000
Kyrgyz Republic,2012,-0.871,0.649,0.0119,5620000
Kyrgyz Republic,2013,10.6,0.6579999999999999,0.0184,5730000
Lao,1990,3.09,0.39899999999999997,,4260000
Lao,1991,3.05,0.40399999999999997,,4380000
Lao,1992,5.29,0.41,,4500000
Lao,1993,10.0,0.415,,4620000
Lao,1994,6.0,0.425,,4740000
Lao,1995,5.0,0.42700000000000005,,4850000
Lao,1996,2.17,0.44,,4950000
Lao,1997,4.88,0.447,,5050000
Lao,1998,2.54,0.45399999999999996,,5140000
Lao,1999,7.15,0.462,,5240000
Lao,2000,5.01,0.466,,5320000
Lao,2001,4.88,0.47100000000000003,,5410000
Lao,2002,4.94,0.48,,5490000
Lao,2003,4.83,0.488,,5580000
Lao,2004,5.41,0.496,,5660000
Lao,2005,6.13,0.505,,5750000
Lao,2006,8.64,0.511,,5850000
Lao,2007,7.84,0.521,,5940000
Lao,2008,7.79,0.528,,6050000
Lao,2009,7.5,0.539,,6150000
Lao,2010,8.13,0.546,,6250000
Lao,2011,8.04,0.5579999999999999,,6350000
Lao,2012,7.3,0.569,,6440000
Lao,2013,7.6,0.579,,6540000
Latvia,1990,-7.54,0.698,,2660000
Latvia,1991,-12.9,0.693,,2650000
Latvia,1992,-32.2,0.6709999999999999,,2620000
Latvia,1993,-4.83,0.6609999999999999,,2580000
Latvia,1994,2.01,0.6609999999999999,,2540000
Latvia,1995,-1.1,0.6729999999999999,,2510000
Latvia,1996,3.55,0.68,,2480000
Latvia,1997,9.04,0.6920000000000001,,2450000
Latvia,1998,5.62,0.705,0.0509,2430000
Latvia,1999,4.82,0.716,0.0478,2410000
Latvia,2000,6.94,0.728,0.0496,2380000
Latvia,2001,7.83,0.745,0.048,2360000
Latvia,2002,6.66,0.76,0.0386,2330000
Latvia,2003,7.04,0.774,0.0379,2310000
Latvia,2004,8.57,0.7879999999999999,0.0334,2280000
Latvia,2005,10.5,0.802,0.0306,2250000
Latvia,2006,11.6,0.809,0.0178,2230000
Latvia,2007,10.0,0.818,0.0134,2200000
Latvia,2008,-2.97,0.821,0.017,2170000
Latvia,2009,-17.0,0.8190000000000001,0.0475,2140000
Latvia,2010,0.619,0.8170000000000001,0.0676,2120000
Latvia,2011,7.38,0.8220000000000001,0.057,2090000
Latvia,2012,6.5,0.825,0.0508,2070000
Latvia,2013,4.03,0.8340000000000001,0.0385,2040000
Liberia,1990,-51.0,,,2080000
Liberia,1991,-14.2,,,2040000
Liberia,1992,-35.1,,,2000000
Liberia,1993,-33.0,,,1980000
Liberia,1994,-21.8,,,1990000
Liberia,1995,-4.27,,,2040000
Liberia,1996,12.1,,,2160000
Liberia,1997,106.0,,,2330000
Liberia,1998,29.7,,,2520000
Liberia,1999,22.9,0.361,,2700000
Liberia,2000,22.4,0.42200000000000004,,2850000
Liberia,2001,2.88,0.42100000000000004,,2950000
Liberia,2002,3.68,0.423,,3020000
Liberia,2003,-31.0,0.402,,3080000
Liberia,2004,2.6,0.41200000000000003,,3140000
Liberia,2005,5.3,0.41700000000000004,,3220000
Liberia,2006,13.5,0.424,,3330000
Liberia,2007,8.6,0.431,,3460000
Liberia,2008,8.05,0.436,,3610000
Liberia,2009,7.75,0.43799999999999994,,3750000
Liberia,2010,7.26,0.441,0.00441,3890000
Liberia,2011,8.24,0.457,,4020000
Liberia,2012,8.53,0.455,,4140000
Liberia,2013,7.81,0.46299999999999997,,4250000
Lithuania,1990,-2.68,0.732,,3700000
Lithuania,1991,-5.83,0.728,,3700000
Lithuania,1992,-21.4,0.713,,3690000
Lithuania,1993,-16.3,0.701,,3670000
Lithuania,1994,-10.1,0.6970000000000001,,3650000
Lithuania,1995,4.7,0.703,,3630000
Lithuania,1996,4.13,0.7120000000000001,,3600000
Lithuania,1997,6.32,0.7240000000000001,,3580000
Lithuania,1998,6.57,0.736,0.051,3560000
Lithuania,1999,-2.35,0.7440000000000001,0.0396,3530000
Lithuania,2000,3.32,0.755,0.0524,3500000
Lithuania,2001,6.03,0.767,0.0586,3470000
Lithuania,2002,6.64,0.778,0.0459,3440000
Lithuania,2003,9.61,0.79,0.0412,3410000
Lithuania,2004,7.19,0.7979999999999999,0.038,3380000
Lithuania,2005,7.42,0.81,0.0273,3340000
Lithuania,2006,7.88,0.8190000000000001,0.0163,3300000
Lithuania,2007,9.79,0.826,0.00954,3260000
Lithuania,2008,2.86,0.831,0.0102,3210000
Lithuania,2009,-14.8,0.821,0.0314,3170000
Lithuania,2010,2.61,0.8240000000000001,0.0574,3120000
Lithuania,2011,14.3,0.831,0.0537,3080000
Lithuania,2012,4.58,0.835,0.0443,3050000
Lithuania,2013,3.36,0.84,0.0357,3010000
Luxembourg,1990,5.36,0.7909999999999999,,382000
Luxembourg,1991,9.01,0.7979999999999999,,386000
Luxembourg,1992,1.53,0.8029999999999999,0.00358,391000
Luxembourg,1993,4.04,0.8079999999999999,0.0055,397000
Luxembourg,1994,4.07,0.812,0.00795,402000
Luxembourg,1995,1.17,0.8170000000000001,0.00566,408000
Luxembourg,1996,3.21,0.826,0.00604,414000
Luxembourg,1997,8.93,0.835,0.006379999999999999,420000
Luxembourg,1998,7.5,0.843,0.00628,426000
Luxembourg,1999,7.74,0.856,0.005379999999999999,431000
Luxembourg,2000,8.92,0.86,0.0036799999999999997,436000
Luxembourg,2001,0.9359999999999999,0.865,0.0034700000000000004,440000
Luxembourg,2002,1.54,0.8690000000000001,0.00534,444000
Luxembourg,2003,2.17,0.87,0.00662,447000
Luxembourg,2004,4.07,0.8759999999999999,0.0101,452000
Luxembourg,2005,5.51,0.88,0.0102,458000
Luxembourg,2006,5.23,0.884,0.0104,466000
Luxembourg,2007,7.14,0.888,0.00895,475000
Luxembourg,2008,-0.191,0.89,0.0109,485000
Luxembourg,2009,-3.71,0.885,0.0115,497000
Luxembourg,2010,3.0,0.893,0.00897,508000
Luxembourg,2011,0.99,0.892,0.0118,519000
Luxembourg,2012,-1.04,0.892,0.0122,531000
Luxembourg,2013,1.27,0.892,0.0133,543000
Malawi,1990,4.77,0.303,,9400000
Malawi,1991,7.8,0.31,,9600000
Malawi,1992,-7.92,0.319,,9690000
Malawi,1993,10.8,0.327,,9710000
Malawi,1994,-11.6,0.32299999999999995,,9750000
Malawi,1995,9.02,0.363,,9840000
Malawi,1996,9.67,0.366,,10000000
Malawi,1997,3.79,0.36700000000000005,,10300000
Malawi,1998,2.36,0.368,,10600000
Malawi,1999,1.24,0.368,,10900000
Malawi,2000,1.58,0.36200000000000004,,11100000
Malawi,2001,-4.97,0.36200000000000004,,11400000
Malawi,2002,2.86,0.363,,11700000
Malawi,2003,-3.79,0.36700000000000005,,12000000
Malawi,2004,15.8,0.368,,12300000
Malawi,2005,3.27,0.373,,12600000
Malawi,2006,4.67,0.38299999999999995,,13000000
Malawi,2007,9.62,0.39399999999999996,,13300000
Malawi,2008,8.34,0.41100000000000003,,13700000
Malawi,2009,8.94,0.426,,14100000
Malawi,2010,6.68,0.43700000000000006,,14500000
Malawi,2011,4.55,0.447,,15000000
Malawi,2012,2.27,0.452,,15400000
Malawi,2013,5.4,0.46299999999999997,0.0122,15800000
Malaysia,1990,10.2,0.644,,18000000
Malaysia,1991,10.0,0.652,,18500000
Malaysia,1992,9.25,0.6609999999999999,,19000000
Malaysia,1993,10.2,0.6679999999999999,,19500000
Malaysia,1994,9.48,0.6759999999999999,,20000000
Malaysia,1995,10.2,0.6829999999999999,,20500000
Malaysia,1996,10.4,0.695,,21000000
Malaysia,1997,7.7,0.706,,21600000
Malaysia,1998,-7.04,0.7090000000000001,,22100000
Malaysia,1999,6.48,0.715,,22700000
Malaysia,2000,8.91,0.7240000000000001,,23200000
Malaysia,2001,0.667,0.722,,23700000
Malaysia,2002,4.47,0.7240000000000001,,24200000
Malaysia,2003,6.13,0.731,,24700000
Malaysia,2004,7.15,0.7340000000000001,,25200000
Malaysia,2005,5.17,0.732,,25700000
Malaysia,2006,6.13,0.738,,26200000
Malaysia,2007,6.75,0.7509999999999999,,26700000
Malaysia,2008,5.21,0.762,,27200000
Malaysia,2009,-1.84,0.7659999999999999,0.0022,27700000
Malaysia,2010,6.96,0.773,0.00183,28200000
Malaysia,2011,5.39,0.779,0.0016699999999999998,28700000
Malaysia,2012,5.97,0.782,0.0018,29100000
Malaysia,2013,5.33,0.787,0.00164,29500000
Maldives,1990,16.1,,,223000
Maldives,1991,7.39,,,230000
Maldives,1992,5.92,,,236000
Maldives,1993,5.81,,,243000
Maldives,1994,6.33,,,249000
Maldives,1995,6.86,0.546,,254000
Maldives,1996,8.66,0.5589999999999999,,259000
Maldives,1997,11.4,0.573,,264000
Maldives,1998,9.27,0.5870000000000001,,268000
Maldives,1999,7.78,0.601,,274000
Maldives,2000,4.41,0.61,,279000
Maldives,2001,3.29,0.616,,286000
Maldives,2002,6.14,0.619,,294000
Maldives,2003,9.25,0.633,,303000
Maldives,2004,11.3,0.638,,311000
Maldives,2005,-5.14,0.632,,320000
Maldives,2006,19.2,0.647,,327000
Maldives,2007,9.91,0.647,,335000
Maldives,2008,12.0,0.657,,343000
Maldives,2009,-3.96,0.6579999999999999,,353000
Maldives,2010,6.69,0.669,,366000
Maldives,2011,6.68,0.6809999999999999,,380000
Maldives,2012,0.524,0.688,,397000
Maldives,2013,3.36,0.693,,416000
Mali,1990,0.664,0.231,,8450000
Mali,1991,-0.752,0.23800000000000002,,8640000
Mali,1992,8.8,0.243,,8850000
Mali,1993,-1.9,0.25,,9090000
Mali,1994,3.17,0.256,,9330000
Mali,1995,7.54,0.262,,9590000
Mali,1996,4.75,0.271,,9840000
Mali,1997,7.17,0.281,,10100000
Mali,1998,5.37,0.29100000000000004,,10400000
Mali,1999,7.22,0.302,,10600000
Mali,2000,4.26,0.308,,10900000
Mali,2001,12.7,0.321,,11300000
Mali,2002,4.91,0.33,,11600000
Mali,2003,7.85,0.34299999999999997,,12000000
Mali,2004,3.0,0.35200000000000004,,12400000
Mali,2005,6.69,0.363,,12800000
Mali,2006,5.25,0.37200000000000005,,13200000
Mali,2007,4.3,0.36700000000000005,,13700000
Mali,2008,4.98,0.39,,14100000
Mali,2009,4.46,0.39799999999999996,,14600000
Mali,2010,5.82,0.40299999999999997,,15000000
Mali,2011,2.66,0.408,,15500000
Mali,2012,-0.0687,0.408,,16000000
Mali,2013,1.62,0.408,,16400000
Malta,1990,6.45,0.7440000000000001,,362000
Malta,1991,6.48,0.7490000000000001,,365000
Malta,1992,4.86,0.753,,368000
Malta,1993,4.58,0.757,,371000
Malta,1994,5.74,0.76,,374000
Malta,1995,5.93,0.764,,377000
Malta,1996,4.17,0.767,,380000
Malta,1997,4.57,0.772,,384000
Malta,1998,3.46,0.78,,387000
Malta,1999,3.69,0.785,,391000
Malta,2000,6.31,0.787,0.017,394000
Malta,2001,-1.79,0.7929999999999999,0.0138,396000
Malta,2002,2.48,0.797,0.0147,399000
Malta,2003,-0.34700000000000003,0.804,0.013999999999999999,401000
Malta,2004,0.125,0.813,0.0204,403000
Malta,2005,3.23,0.828,0.0175,405000
Malta,2006,2.43,0.826,0.0156,406000
Malta,2007,3.74,0.831,0.0146,408000
Malta,2008,3.59,0.833,0.0145,409000
Malta,2009,-3.11,0.835,0.0174,412000
Malta,2010,3.01,0.847,0.0185,414000
Malta,2011,1.58,0.848,0.0172,418000
Malta,2012,1.05,0.8540000000000001,0.0181,422000
Malta,2013,2.58,0.861,0.0177,426000
Mauritius,1990,7.15,0.62,,1060000
Mauritius,1991,6.66,0.627,,1070000
Mauritius,1992,5.22,0.634,,1080000
Mauritius,1993,7.23,0.639,,1100000
Mauritius,1994,4.95,0.644,,1110000
Mauritius,1995,3.9,0.649,,1130000
Mauritius,1996,5.42,0.653,,1140000
Mauritius,1997,6.14,0.657,,1150000
Mauritius,1998,6.1,0.6629999999999999,,1170000
Mauritius,1999,5.41,0.6679999999999999,,1180000
Mauritius,2000,2.72,0.674,,1190000
Mauritius,2001,7.25,0.6829999999999999,0.024,1190000
Mauritius,2002,3.58,0.688,0.0206,1200000
Mauritius,2003,7.12,0.6970000000000001,0.0147,1210000
Mauritius,2004,4.86,0.705,0.0214,1220000
Mauritius,2005,3.16,0.713,0.0251,1220000
Mauritius,2006,4.55,0.72,0.0223,1230000
Mauritius,2007,5.6,0.728,0.0203,1230000
Mauritius,2008,5.86,0.7340000000000001,0.0156,1240000
Mauritius,2009,2.91,0.742,0.0155,1240000
Mauritius,2010,4.26,0.748,0.0162,1250000
Mauritius,2011,3.97,0.7559999999999999,0.0169,1250000
Mauritius,2012,3.31,0.768,0.0144,1250000
Mauritius,2013,3.1,0.775,0.0158,1260000
Mexico,1990,5.32,0.652,,83900000
Mexico,1991,4.29,0.655,,85500000
Mexico,1992,3.58,0.66,,87100000
Mexico,1993,1.92,0.664,,88600000
Mexico,1994,4.47,0.67,,90200000
Mexico,1995,-6.4,0.672,0.0016899999999999999,91700000
Mexico,1996,5.36,0.679,0.00159,93100000
Mexico,1997,7.09,0.685,0.000745,94600000
Mexico,1998,5.19,0.693,0.000333,96100000
Mexico,1999,4.07,0.698,0.000537,97500000
Mexico,2000,6.71,0.705,0.000377,98900000
Mexico,2001,0.147,0.708,0.000302,100000000
Mexico,2002,1.09,0.7140000000000001,0.00045599999999999997,102000000
Mexico,2003,1.57,0.72,0.00044,103000000
Mexico,2004,4.42,0.726,0.000597,105000000
Mexico,2005,3.05,0.7290000000000001,0.0008880000000000001,106000000
Mexico,2006,5.05,0.737,0.0006929999999999999,108000000
Mexico,2007,2.88,0.738,0.0007,109000000
Mexico,2008,0.833,0.74,0.000718,111000000
Mexico,2009,-6.33,0.7390000000000001,0.00135,112000000
Mexico,2010,5.03,0.7390000000000001,0.00148,114000000
Mexico,2011,3.86,0.746,0.00128,116000000
Mexico,2012,3.91,0.752,0.0012,117000000
Mexico,2013,1.06,0.75,0.00122,119000000
Moldova,1990,-2.59,0.653,,4370000
Moldova,1991,-17.8,0.642,,4380000
Moldova,1992,-29.3,0.622,,4380000
Moldova,1993,-1.56,0.62,,4370000
Moldova,1994,-31.2,0.598,,4360000
Moldova,1995,-1.82,0.605,,4340000
Moldova,1996,-6.38,0.602,,4320000
Moldova,1997,0.871,0.604,,4290000
Moldova,1998,-7.41,0.604,,4250000
Moldova,1999,-4.56,0.607,,4230000
Moldova,2000,0.652,0.609,,4200000
Moldova,2001,4.36,0.618,,4190000
Moldova,2002,5.82,0.628,,4180000
Moldova,2003,4.24,0.6409999999999999,,4170000
Moldova,2004,5.35,0.6509999999999999,,4170000
Moldova,2005,5.57,0.6579999999999999,,4160000
Moldova,2006,3.64,0.667,,4150000
Moldova,2007,2.04,0.672,,4130000
Moldova,2008,6.98,0.677,,4110000
Moldova,2009,-6.7,0.6729999999999999,0.0093,4100000
Moldova,2010,6.32,0.6809999999999999,0.00854,4090000
Moldova,2011,6.06,0.687,0.007790000000000001,4080000
Moldova,2012,-1.43,0.693,0.00577,4080000
Moldova,2013,8.12,0.7020000000000001,0.00472,4070000
Mongolia,1990,-3.12,0.583,,2180000
Mongolia,1991,-9.95,0.575,,2220000
Mongolia,1992,-10.2,0.561,,2240000
Mongolia,1993,-3.65,0.547,,2260000
Mongolia,1994,1.83,0.5489999999999999,,2280000
Mongolia,1995,6.05,0.5529999999999999,,2300000
Mongolia,1996,2.34,0.56,,2320000
Mongolia,1997,4.21,0.5660000000000001,,2340000
Mongolia,1998,3.88,0.574,,2360000
Mongolia,1999,3.57,0.581,,2380000
Mongolia,2000,1.35,0.589,,2400000
Mongolia,2001,3.16,0.6,,2420000
Mongolia,2002,4.88,0.609,,2440000
Mongolia,2003,7.17,0.622,,2470000
Mongolia,2004,10.9,0.636,,2500000
Mongolia,2005,7.64,0.649,,2530000
Mongolia,2006,8.81,0.66,,2560000
Mongolia,2007,10.4,0.6709999999999999,,2590000
Mongolia,2008,8.84,0.682,0.0163,2630000
Mongolia,2009,-1.5,0.688,0.0177,2670000
Mongolia,2010,6.34,0.6970000000000001,0.0223,2720000
Mongolia,2011,18.0,0.711,0.0155,2770000
Mongolia,2012,12.0,0.7190000000000001,0.0114,2820000
Mongolia,2013,11.1,0.728,0.0136,2880000
Montenegro,1990,-6.39,,,615000
Montenegro,1991,-10.4,,,616000
Montenegro,1992,-23.2,,,617000
Montenegro,1993,-36.5,,,619000
Montenegro,1994,1.07,,,620000
Montenegro,1995,13.1,,,620000
Montenegro,1996,25.4,,,620000
Montenegro,1997,4.13,,,618000
Montenegro,1998,2.14,,,616000
Montenegro,1999,-9.92,,,615000
Montenegro,2000,2.37,,,614000
Montenegro,2001,1.67,,,613000
Montenegro,2002,3.61,,,613000
Montenegro,2003,4.93,0.741,,614000
Montenegro,2004,6.9,0.748,,615000
Montenegro,2005,6.18,0.753,,616000
Montenegro,2006,8.49,0.764,,618000
Montenegro,2007,8.47,0.775,,620000
Montenegro,2008,6.84,0.785,,621000
Montenegro,2009,-5.91,0.787,,623000
Montenegro,2010,2.17,0.7929999999999999,,624000
Montenegro,2011,7.57,0.797,0.0672,625000
Montenegro,2012,-2.65,0.7979999999999999,0.0697,626000
Montenegro,2013,3.21,0.8009999999999999,0.0692,626000
Morocco,1990,3.37,0.45799999999999996,,24800000
Morocco,1991,6.46,0.46399999999999997,,25300000
